Hypothesis,Model,ARI_Score,CI_Lower,CI_Upper,N_Bootstraps,P_Value,P_Value_Perm
physical_vs_conceptual,Word2Vec CBOW,0.1325854156,0,0.5078864353,2000,0.3061523993,0.2754
tokonoma_as_conceptual,Word2Vec CBOW,0.09957122439,0,0.4053452843,2000,0.3355825728,0.3126
physical_vs_conceptual,Word2Vec Skip-gram,-0.1093942054,-0.1223796929,0.03211678832,2000,0.005509463013,0.2826
tokonoma_as_conceptual,Word2Vec Skip-gram,-0.09158948771,-0.1223796929,0.07745473425,2000,0.07239257787,0.2798
physical_vs_conceptual,BERT Cased (Final),0.8520998174,0.5544554455,1,2000,6.531313202e-14,0
tokonoma_as_conceptual,BERT Cased (Final),0.7189189189,0.3616177637,1,2000,1.012262856e-05,0
physical_vs_conceptual,Word2Vec CBOWKMeans+L2,0.3764534884,0.07745473425,0.8428881314,2000,0.05386453816,0.0008
tokonoma_as_conceptual,Word2Vec CBOWKMeans+L2,0.2845078626,0.0251592877,0.7148198612,2000,0.1058502167,0.0056
physical_vs_conceptual,Word2Vec Skip-gramKMeans+L2,0.4760854046,0.1456776541,0.8518650781,2000,0.008224330623,0.0002
tokonoma_as_conceptual,Word2Vec Skip-gramKMeans+L2,0.3734583928,0.07766423358,0.8430091137,2000,0.05577278883,0.0028
physical_vs_conceptual,BERT Cased (Final)KMeans+L2,0.8520998174,0.5544554455,1,2000,6.531313202e-14,0
tokonoma_as_conceptual,BERT Cased (Final)KMeans+L2,0.7189189189,0.3616177637,1,2000,1.012262856e-05,0
physical_vs_conceptual,Word2Vec CBOW[Agglo +L2],0.2082111437,-0.01869991095,0.5905511811,2000,0.1803567803,0.0052
tokonoma_as_conceptual,Word2Vec CBOW[Agglo +L2],0.1381772365,-0.03631532329,0.4772727273,2000,0.2915862028,0.0318
physical_vs_conceptual,Word2Vec Skip-gram[Agglo +L2],0.3764534884,0.07142857143,0.8428881314,2000,0.05576538984,0.0008
tokonoma_as_conceptual,Word2Vec Skip-gram[Agglo +L2],0.2845078626,0.01205817259,0.7148196295,2000,0.1125163866,0.0044
physical_vs_conceptual,BERT Cased (Final)[Agglo +L2],0.3944839114,0.09376664891,0.8520998174,2000,0.04143218433,0.0004
tokonoma_as_conceptual,BERT Cased (Final)[Agglo +L2],0.3036925396,0.04537418975,0.7242424242,2000,0.07949618682,0.0034
